id,source_id,dataset,graph,strategy,provenance,tier,n_ann,label,prop,original_entity,perturbed_form,augmented_question,assigned_annotators
cypherbench:674,347b00be-3a36-43cf-a853-a16a0016f9a3,cypherbench,fictional_character,abbrev,llm,1-census,2,FictionalUniverse,name,Journey to the West universe,JTTW,"Who are the characters that have Muzha as a student and are from the JTTW, and who created them?",C;D
mindthequery:390,Complex_Retrieval_test:30,mindthequery,er,abbrev,llm,1-census,2,User,state,Kentucky,KY,Find the email addresses of all female users from 'KY' who have watched movies that belong to the 'Animation' genre.,C;E
mindthequery:713,Complex_Aggregation_test:199,mindthequery,healthcare,casing,algorithmic,2-sample,1,Outcome,outcome,Hospitalization - Initial or Prolonged,HOSPITALIZATION - INITIAL OR PROLONGED,"How many cases resulted in 'HOSPITALIZATION - INITIAL OR PROLONGED' and involved 'COLESTIPOL' as a primary suspect drug, grouped by the age unit of the patient?",B
cypherbench:578,2931ed14-cb38-41eb-90cc-7085fd9ea9fa,cypherbench,fictional_character,alias,attested,1-sample,2,Organization,name,Brotherhood of Mutants,Brotherhood of Evil Mutants,What are the names of characters who are members of either the Brotherhood of Evil Mutants or the X-Men?,D;E
mindthequery:479,Complex_Retrieval_test:151,mindthequery,er,abbrev,llm,1-census,2,User,state,Illinois,IL,Find the email addresses of female users from 'IL' who have watched movies with a 'movieId' greater than 200.,A;B
cypherbench:1338,90f48717-fee7-4436-af90-9eead7431d71,cypherbench,geography,alias,attested,1-sample,2,Ocean,name,Atlantic Ocean,the Atlantick,What are the names and discharge rates in cubic meters per second of rivers that flow into the Atlantick and are part of the Congo basin?,A;C
cypherbench:2082,37789bff-7530-4675-b398-5546f6dd7f03,cypherbench,politics,alias,attested,1-sample,2,Politician,name,David Cameron,David William Donald Cameron,"Which countries have diplomatic relations with nations that have had David William Donald Cameron as their head of government, and how many such countries does each of them have relations with?",A;D
mindthequery:872,Complex_Retrieval_test:148,mindthequery,healthcare,abbrev,llm,1-census,2,Manufacturer,manufacturerName,BIODELIVERY SCIENCES INTERNATIONAL,BDSI,Retrieve all cases registered by 'BDSI' where the event date is before '2010-01-01'. Return the event date and report date.,A;E
cypherbench:2057,6f8238ed-b126-4e4a-a639-efe053d7af14,cypherbench,politics,abbrev,llm,1-census,2,PoliticalParty,name,Stand Up.BG! We are coming!,ИБГНИ,"Which party was founded later, SWAPO Party or ИБГНИ?",B;C
cypherbench:405,e4e05191-dcc2-420c-ac5d-88877b7d2473,cypherbench,flight_accident,partial,algorithmic,2-sample,2,AircraftManufacturer,name,Production Corporation Polyot,Polyot,"Which company, between Polyot and Saab Group, was launched more recently?",B;D
mindthequery:977,Complex_Aggregation_test:61,mindthequery,wwc,casing,algorithmic,2-sample,2,Tournament,name,Sweden 1995,sweden 1995,"For each team that participated in the 'sweden 1995' tournament, calculate the average score of their players across all matches. Return the team name and the average score.",B;E
cypherbench:1988,5d601002-ccfa-40ff-85bb-0caaa7968e3a,cypherbench,politics,alias,llm,1-census,2,Politician,name,Anker Jørgensen,Anker,Which countries had Anker as their head of government in the year 1972?,C;D
mindthequery:1187,Complex_Retrieval_test:185,mindthequery,wwc,abbrev,llm,1-census,2,Tournament,name,Germany 2011,WWC 2011,"For the 'WWC 2011' tournament, retrieve all teams that participated. For each team, list the names of the players who represent them and played in matches within that tournament.",C;E
cypherbench:787,02635eb5-1b26-413f-9f24-d3250ba78792,cypherbench,company,partial,algorithmic,2-sample,2,Person,name,Ralph J. Roberts,J. Roberts,How many companies have either had Gerald Hassell as a board member at some point or were founded by J. Roberts?,D;E
cypherbench:1265,d02ac5a8-caf7-4a56-add4-2aa035f57862,cypherbench,geography,abbrev,attested,1-sample,2,,,People's Republic of China,RPC,What are the names of lakes into which rivers flowing through the RPC empty?,A;B
mindthequery:775,Complex_Retrieval_test:42,mindthequery,healthcare,abbrev,llm,1-census,2,Outcome,outcome,Other Serious (Important Medical Event),IME,Find all cases where the outcome is 'IME' and the reporter occupation is 'Hospital'. Return the primary IDs of the cases and the event dates.,A;C
cypherbench:242,26414c4a-54c7-4266-8f15-f7854fd714cb,cypherbench,nba,alias,attested,1-sample,2,Award,name,NBA All-Star Game Kobe Bryant Most Valuable Player Award,NBA All-Star Game Kobe Bryant MVP Award,What are the names of players who have either received the NBA All-Star Game Kobe Bryant MVP Award or play as a power forward?,A;D
cypherbench:1034,40b0f323-6204-440c-bbd2-fdfc49236cac,cypherbench,company,abbrev,attested,1-sample,2,Country,name,Australia,AUS,What are the names and launch years of companies that have subsidiaries based in AUS?,A;E
zograscope:301,3413,zograscope,pole,typo,algorithmic,2-sample,2,Person,name,Janice,Jaice,What offenses occurred at Jaice's home?,B;C
cypherbench:167,9949be94-04e8-4e5f-97a3-6b0337882684,cypherbench,nba,abbrev,attested,1-sample,2,Team,name,Golden State Warriors,GSW,Who is the head coach of the GSW?,B;D
zograscope:266,2489,zograscope,pole,abbrev,attested,1-sample,2,Officer,rank,Sergeant,Sgt,"Which vehicle, with the most years, was involved in a vehicle crime investigated by a Sgt on 1/08/2017?",B;E
cypherbench:1621,6defd450-6e8e-447d-a61a-fa2da3c6d982,cypherbench,movie,abbrev,llm,1-census,2,Person,name,Elizabeth Chai Vasarhelyi,E. Chai Vasarhelyi,Which other directors worked on movies directed by E. Chai Vasarhelyi?,C;D
mindthequery:638,Complex_Aggregation_test:112,mindthequery,healthcare,alias,llm,1-census,2,Reaction,description,Respiratory arrest,stopped breathing,"Among cases where 'stopped breathing' was reported as a reaction, what is the distribution of patient ages, categorized by gender, and what is the average age for each gender?",C;E
zograscope:156,161,zograscope,pole,casing,algorithmic,2-sample,1,,,NHS number 821-24-9412,NHS NUMBER 821-24-9412,Who are the individuals whose phone numbers are known by the person with NHS NUMBER 821-24-9412?,C
mindthequery:608,Complex_Aggregation_test:80,mindthequery,healthcare,alias,llm,1-census,2,Drug,name,MICONAZOLE,Monistat,"Find the number of cases where 'Monistat' was a primary suspect drug and the reporter occupation was 'Consumer', grouped by the outcome of the case.",D;E
mindthequery:925,Complex_Retrieval_test:206,mindthequery,healthcare,abbrev,llm,1-census,2,Outcome,outcome,Hospitalization - Initial or Prolonged,HO,"Retrieve all cases where the outcome is 'HO' and the age group is 'Adolescent'. Also, find the names of manufacturers that registered these cases.",A;B
mindthequery:606,Complex_Aggregation_test:77,mindthequery,healthcare,abbrev,llm,1-census,2,Outcome,outcome,Other Serious (Important Medical Event),IME,"What is the average age of cases that resulted in 'IME' outcomes, grouped by the gender of the patient, and ordered by average age in descending order?",A;C
zograscope:550,290,zograscope,pole,abbrev,llm,1-census,2,Person,name,Jessica,Jess,"Can you provide the email addresses of people who are friends with Jess, whose phone number is 4-(149)887-3293?",A;D
mindthequery:19,Complex_Retrieval_test:19,mindthequery,bloom,abbrev,llm,1-census,2,Address,state,West Virginia,WV,Find the full names of account holders who have an address in 'WV' and also have an unsecured loan with a loan amount greater than $9000.,A;E
cypherbench:1809,97b9feb6-6e91-42cd-929b-60c89d4eec08,cypherbench,politics,alias,attested,1-sample,2,Country,name,United States of America,the U.S. of A,"Provide the names of politicians who have been heads of state of the U.S. of A at any time, along with the schools they attended.",B;C
mindthequery:451,Complex_Retrieval_test:110,mindthequery,er,abbrev,llm,1-census,2,User,state,California,CA,Find the movies that have the 'Action' genre and were watched by users whose state is 'CA'. Return the movie title and release year.,B;D
mindthequery:1070,Complex_Retrieval_test:52,mindthequery,wwc,alias,llm,1-census,2,Team,name,Colombia,Las Cafeteras,Identify all the players who represent 'Las Cafeteras' and played in matches during the 'Canada 2015' tournament. List their names and the stages of the matches they played in.,B;E
mindthequery:289,Complex_Retrieval_test:141,mindthequery,covid,alias,llm,1-census,2,Place,type,Mall,shopping centre,Retrieve the names of all 'Healthy' persons who visited a place after their confirmed time and also visited a 'shopping centre'.,C;D
zograscope:297,354,zograscope,pole,typo,algorithmic,2-sample,1,Person,surname,Mills,Milla,How often do crimes involve a person whose last name is Milla?,D
cypherbench:2071,bdbe3528-5bb6-4e06-ac69-821a1b0bc9e3,cypherbench,politics,abbrev,attested,1-sample,2,GovernmentOrganization,name,Ministry of National Defence,MDN,What are the names and schools attended by politicians who have served as the head of state of a country to which the MDN belongs?,C;E
cypherbench:1802,1bee4ea5-91a7-4b67-b52b-740e1a8d08b4,cypherbench,politics,abbrev,attested,1-sample,2,Country,name,Seychelles,SEY,"What are the names of countries that established diplomatic relations with SEY and were founded after May 12th, 1784?",D;E
cypherbench:1209,182cbc90-fdb3-42ef-8b5a-87da7b954deb,cypherbench,geography,alias,attested,1-sample,2,River,name,Chyornaya,Sed-Yol,How many rivers flow into the Tura or have the Sed-Yol flowing into them?,A;B
cypherbench:2080,83b670dd-02ef-4f8b-a12c-12eb01c49981,cypherbench,politics,abbrev,llm,1-census,2,GovernmentOrganization,name,"Ministry of Economy, Development and Tourism",Minecon,How many countries does the Greek Rally operate in or the Minecon belong to?,A;C
cypherbench:740,0773f12e-6c40-470e-a221-b9216387c76c,cypherbench,fictional_character,typo,algorithmic,2-sample,2,Location,name,Xandar,Xndar,How many different genders are there among characters who were born in Xndar and are members of the Nova Corps?,A;D
zograscope:878,4475,zograscope,pole,abbrev,llm,1-census,2,Vehicle,make,Mercedes-Benz,Merc,How many officers looked into a crime involving a Merc?,A;E
zograscope:229,4847,zograscope,pole,abbrev,llm,1-census,2,Officer,rank,Police Constable,PC,Can you provide a list of crimes probed by PCs that involve a resident living with Phillip?,B;C
cypherbench:1712,38b8d257-ac95-429a-b5df-c2a05120c1e9,cypherbench,movie,partial,llm,1-census,2,ProductionCompany,name,Mandeville Films,Mandeville,"Who are the actors featured in movies produced by Mandeville, and how many such movies has each actor appeared in?",B;D
cypherbench:887,edbd21b5-5437-4fb9-93f3-1edb37624385,cypherbench,company,abbrev,llm,1-census,2,Company,name,Deere & Company,John Deere,How many individuals have served as board members for Ford Motor Company or as CEOs for John Deere at any time?,B;E
mindthequery:849,Complex_Retrieval_test:124,mindthequery,healthcare,abbrev,llm,1-census,2,Manufacturer,manufacturerName,CELGENE,CELG,Find cases registered by the manufacturer 'CELG' where the event date is before '2017-01-01' and the patient gender is 'M'. Return the primary IDs of these cases.,C;D
cypherbench:27,3c61a785-dd4f-4246-8c10-937e21f19b72,cypherbench,nba,alias,attested,1-sample,2,Venue,name,Toyota Coliseum,State Fair Coliseum,What are the names and owners of teams that have used State Fair Coliseum as their home venue at any time?,C;E
mindthequery:1188,Complex_Retrieval_test:186,mindthequery,wwc,abbrev,llm,1-census,2,Tournament,name,France 2019,WWC 2019,"Retrieve the names of all coaches who are coaching squads participating in the 'WWC 2019' tournament, along with the IDs of the squads they coach.",D;E
cypherbench:395,b5c8ecfb-b8fe-46f1-a71a-815fc25176e5,cypherbench,flight_accident,abbrev,attested,1-sample,2,AircraftModel,name,Dash 7,RC-7B,What are the names of aviation accidents that involved the RC-7B aircraft model?,A;B
mindthequery:561,Complex_Aggregation_test:27,mindthequery,healthcare,abbrev,llm,1-census,2,Drug,name,Polyethylene glycol,PEG,"For each age group, what is the average age of cases where 'PEG' was a primary suspect drug?",A;C
mindthequery:679,Complex_Aggregation_test:163,mindthequery,healthcare,abbrev,llm,1-census,2,Reaction,description,Musculoskeletal disorder,MSD,"What is the average age of patients who experienced 'MSD' as a reaction, grouped by the age group they belong to?",A;D
cypherbench:464,a0b2e8f1-63f6-44e1-858c-3983405a1edc,cypherbench,fictional_character,partial,algorithmic,2-sample,2,Character,name,Lynesse Hightower,Lynesse,How many characters either died in Winterfell or are married to Lynesse?,A;E
zograscope:664,4392,zograscope,pole,abbrev,llm,1-census,2,Person,name,Matthew,Matt.,Can you provide the NHS numbers of people residing with a Matt. and currently being investigated for crimes?,B;C
cypherbench:1289,4764dd6d-bd21-46e7-8bfc-f2d84631f3f1,cypherbench,geography,abbrev,attested,1-sample,2,Country,name,Namibia,NAM,What are the names of drainage basins located in NAM?,B;D
zograscope:465,3523,zograscope,pole,typo,algorithmic,2-sample,2,Person,name,Diana,Dana,Which are the names of people that are acquainted with a Dana who was part of a crime on 27/08/2017?,B;E
cypherbench:1957,0b5b5d47-057b-4b70-8ba2-36c97b32b6e3,cypherbench,politics,alias,attested,1-sample,2,Politician,name,Abraham Lincoln,Uncle Abe,What are the names of countries that have had Uncle Abe as their head of government or where the Solidarity Party has operated?,C;D
cypherbench:2051,c6dbaf93-06c8-4c19-af68-4050295f65da,cypherbench,politics,abbrev,attested,1-sample,2,Country,name,Germany,BRD,Who were the politicians serving as head of government in BRD during the year 1963?,C;E
cypherbench:1866,eeec5d44-6c6b-48e4-9b80-9f345effdd4a,cypherbench,politics,alias,attested,1-sample,2,Position,name,Secretary of State for Foreign and Commonwealth Affairs,Foreign Secretary,"Who are the politicians who have served as the Foreign Secretary and have also been the head of government of the United Kingdom, and what are their dates of birth?",D;E
cypherbench:987,369d5217-3a31-4a40-95a5-1ad4f1f934ce,cypherbench,company,abbrev,llm,1-census,2,Company,name,Czech News Center,CNC,What are the different genders of individuals that CNC has had as board members at any time?,A;B
cypherbench:1779,11dbb45e-7776-46b2-a0a0-4fcd02a9d195,cypherbench,politics,alias,llm,1-census,2,PoliticalParty,name,Christian National Union,ZChN,What are the unique schools attended by politicians who have served as heads of government in countries where the ZChN operates?,A;C
cypherbench:1886,96659873-46c2-43ac-8eff-9a780632fbdf,cypherbench,politics,abbrev,attested,1-sample,2,InternationalOrganization,name,North American Free Trade Agreement,NAFTA,Are the founding years of the Organization of Turkic States and the NAFTA the same?,A;D
cypherbench:360,93ab6592-24f8-42b4-b91a-9ad3136dce9d,cypherbench,flight_accident,alias,attested,1-sample,2,FlightAccident,name,Iberia Airlines Flight 610,Flight 610,What are the names and dates of aviation accidents that were headed to the same airport as Flight 610?,A;E
zograscope:945,4158,zograscope,pole,abbrev,llm,1-census,2,Officer,rank,Police Constable,PC,"Which years do the oldest vehicles date back to in a crime case tied to the phone number 0-(752)850-0116, under investigation by a PC?",B;C
zograscope:628,1485,zograscope,pole,casing,algorithmic,2-sample,2,Officer,surname,Weyland,weyland,What is the date of the first crime investigated by an officer surnamed weyland involving an RX-8?,B;D
cypherbench:42,452aab89-80b8-4b69-8d1a-4cbfd98dc024,cypherbench,nba,alias,attested,1-sample,2,Team,name,Atlanta Hawks,Tri-Cities Blackhawks,Who are the players currently playing for the Tri-Cities Blackhawks?,B;E
cypherbench:532,f0b85281-9d4b-4804-b774-1185f1ea466b,cypherbench,fictional_character,abbrev,llm,1-census,2,Character,name,Cersei Lannister,Cersei,What are the names and countries of citizenship of characters whose mother is Cersei and who were killed by Ellaria Sand?,C;D
cypherbench:1044,7e89005b-6c44-4500-b8fc-1fb4308e37c7,cypherbench,company,alias,attested,1-sample,2,Country,name,United States of America,the USA,How many companies were either founded by Eytan Elbaz or are based in the USA?,C;E
mindthequery:825,Complex_Retrieval_test:97,mindthequery,healthcare,alias,llm,1-census,2,Outcome,outcome,Death,passing,"Retrieve cases where the outcome is 'passing' and the drug 'COZAAR' is listed as a primary suspect. Also, find the cases where the primary substance of the drug is 'LOSARTAN POTASSIUM'. Return the case's primary ID and the drug's name.",D;E
zograscope:916,4516,zograscope,pole,typo,algorithmic,2-sample,1,Officer,surname,Larive,Larivd,What type of crime did Officer Larivd first investigate involving a person?,E
zograscope:1263,1736,zograscope,pole,abbrev,llm,1-census,2,Vehicle,make,Chevrolet,Chevy,Which Chevy vehicles were linked to crimes involving individuals with surname Flores?,A;B
zograscope:224,4162,zograscope,pole,typo,algorithmic,2-sample,2,Person,surname,Robertson,Robetson,What's the call with minimum duration to someone living with a friend of a Robetson?,A;C
mindthequery:915,Complex_Retrieval_test:195,mindthequery,healthcare,alias,llm,1-census,2,Drug,primarySubstabce,DEXAMETHASONE,Decadron,Find all cases where the drug 'Decadron' with primary substance 'Decadron' is a primary suspect and the case resulted in 'Disability'. Return the case's primary ID and the event date.,A;D
mindthequery:1174,Complex_Retrieval_test:168,mindthequery,wwc,alias,llm,1-census,2,Team,name,Italy,Azzurre,Find the names of all players who represent the team 'Azzurre' and played in matches after '2015-01-01'. Return the player's name and the match date.,A;E
cypherbench:720,e9123579-c4c2-4768-b125-de247ff47ecf,cypherbench,fictional_character,abbrev,llm,1-census,2,Character,name,Jaehaerys II Targaryen,Jaehaerys II,What are the names and occupations of individuals who were killed by someone whose father is Jaehaerys II?,B;C
zograscope:179,3325,zograscope,pole,typo,algorithmic,2-sample,1,Person,name,Heather,Heahter,What are the addresses of homes belonging to people familiar with anyone named Heahter?,A
mindthequery:13,Complex_Retrieval_test:11,mindthequery,bloom,abbrev,llm,1-census,2,State,name,Arkansas,Ark.,Retrieve the names of shops for which there exists at least one purchase made from an IP address located in 'Ark.'.,B;D
cypherbench:1082,44a49d29-c1b2-4f75-bf8c-017975610503,cypherbench,geography,alias,attested,1-sample,2,Ocean,name,Indian Ocean,Eastern Sea,What is the difference in square kilometers between the area of the Southern Ocean and the Eastern Sea?,B;E
mindthequery:79,Complex_Aggregation_test:96,mindthequery,covid,alias,llm,1-census,2,,,Healthy,Fit,"Calculate the average visit duration in seconds for each health status ('Sick', 'Fit'), and for each health status, find the number of persons who have visited at least two different places. Return the health status, average duration, and the count of persons with at least two visits.",C;D
cypherbench:143,34c88f84-1297-48aa-8f12-2a14ee597e19,cypherbench,nba,abbrev,llm,1-census,2,Team,name,Brooklyn Nets,BKN,What year were the BKN founded?,C;E
cypherbench:526,74bfec6c-3598-455f-928d-f69af6ab5206,cypherbench,fictional_character,partial,llm,1-census,2,Character,name,Euron Greyjoy,Euron,What are the unique genders of characters whose fathers were killed by Euron?,D;E
zograscope:1043,2628,zograscope,pole,typo,algorithmic,2-sample,1,Person,surname,Walker,Walked,On what date did a crime first include Ram vehicles and an individual with the last name Walked?,B
mindthequery:1116,Complex_Retrieval_test:101,mindthequery,wwc,abbrev,llm,1-census,2,Team,name,Denmark,DEN,Identify all players who played in a match on '2015-06-12' and also represent the team 'DEN'. Return the player's name and the stage of the match.,A;B
cypherbench:1637,b288440a-83e4-478b-8e8e-a38061417e41,cypherbench,movie,casing,algorithmic,2-sample,2,Person,name,Magali Noël,MAGALI NOËL,What are the names and runtimes in minutes of movies featuring MAGALI NOËL?,A;C
mindthequery:739,Complex_Retrieval_test:6,mindthequery,healthcare,alias,llm,1-census,2,Reaction,description,Wound secretion,wound drainage,"Retrieve all cases reported by 'Consumer' that have 'wound drainage' as a reaction, and also find the age group the case falls under. Return the case's primary ID, the age group, and the description of the reaction.",A;D
mindthequery:50,Complex_Aggregation_test:45,mindthequery,covid,typo,algorithmic,2-sample,1,Place,type,Park,Parm,"For each country, determine the average duration in seconds of visits made by 'Healthy' persons to 'Parm' places after '2020-04-20'. Return the country name and the average duration.",C
cypherbench:378,dff0e555-97ef-4a00-968a-67903ffb7d38,cypherbench,flight_accident,abbrev,llm,1-census,2,Operator,name,380th Air Expeditionary Wing,380th AEW,What is the difference in launch years between the 380th AEW and Air Botswana?,A;E
mindthequery:821,Complex_Retrieval_test:93,mindthequery,healthcare,alias,llm,1-census,2,Drug,primarySubstabce,BACLOFEN,Lioresal,Retrieve cases where the patient is in the 'Adolescent' age group and Lioresal is listed as a primary suspect. Return the case's primary ID and the name of the drug.,B;C
cypherbench:239,f0519f0b-778e-42b3-bbba-6787e29d0e9b,cypherbench,nba,alias,attested,1-sample,2,Team,name,Phoenix Suns,PHX Suns,How many players have been drafted by the PHX Suns or have played for the Golden State Warriors at any time?,B;D
mindthequery:1041,Complex_Retrieval_test:19,mindthequery,wwc,alias,llm,1-census,2,Squad,id,Nigeria in 1991,Super Falcons,Find all tournaments in which a squad named 'Super Falcons' participated and retrieve the names of any coaches associated with that squad.,B;E
zograscope:610,2642,zograscope,pole,abbrev,llm,1-census,2,Person,surname,Austin,ATX,How many emails do friends of someone with last name ATX have?,C;D
cypherbench:397,d55c79cb-75f8-40d0-ac74-e6619b5211cb,cypherbench,flight_accident,abbrev,attested,1-sample,2,Airport,name,Chongqing Jiangbei International Airport,CKG,"What are the names of operators responsible for aviation accidents departing from CKG, and how many such accidents has each operator been involved in?",C;E
zograscope:950,4503,zograscope,pole,typo,algorithmic,2-sample,1,Location,address,193 Peel Street,193 Peel Stret,Which Nguyen knows the contact number of someone living at 193 Peel Stret?,D
mindthequery:1202,Complex_Retrieval_test:201,mindthequery,wwc,abbrev,llm,1-census,2,Team,name,Japan,JPN,"Find all tournaments where the 'JPN' team participated. For each tournament, return the tournament name and the date of each match they played in that tournament.",D;E
mindthequery:96,Complex_Aggregation_test:125,mindthequery,covid,alias,llm,1-census,2,Place,type,Mall,shopping centre,"For each continent, find the average number of visits per person with 'Sick' health status to places of type 'shopping centre'. Return the continent name and the average number of visits.",A;B
zograscope:678,2879,zograscope,pole,abbrev,llm,1-census,2,Officer,rank,Police Constable,PC,When was the initial crime at 45 Ogden Street probed by a PC?,A;C
mindthequery:1088,Complex_Retrieval_test:71,mindthequery,wwc,alias,llm,1-census,2,Team,name,Brazil,Seleção,"Retrieve the names of all players who represent 'Seleção' and scored a goal in a match that occurred before '2003-10-12'. Also, list the date of the match and the minute the goal was scored.",A;D
zograscope:1246,4809,zograscope,pole,casing,algorithmic,2-sample,2,,,NHS,nhs,What is the date of a 14:48 call to an acquaintance of the individual with nhs number 814-78-4935?,A;E
cypherbench:392,ac64c65a-fb34-4942-9767-2c79411ffe4c,cypherbench,flight_accident,casing,algorithmic,2-sample,2,Airport,name,Manchester Airport,MANCHESTER AIRPORT,What are the names of aviation accidents that were either headed to MANCHESTER AIRPORT or operated by British Midland Airways Limited?,B;C
mindthequery:226,Complex_Retrieval_test:75,mindthequery,covid,alias,llm,1-census,2,,,School,Academy,Retrieve all persons who visited a 'Academy' type place and a 'Hospital' type place. Return the names of the persons and the names of the places of each type they visited.,B;D
mindthequery:832,Complex_Retrieval_test:104,mindthequery,healthcare,alias,llm,1-census,2,Drug,name,THALOMID,thalidomide,Find cases where the age is greater than 80 and the drug 'thalidomide' is a primary suspect. Return the primary IDs of these cases.,B;E
cypherbench:1395,127b5b52-565f-4cd3-818a-d221b301626b,cypherbench,movie,abbrev,attested,1-sample,2,Country,name,Republic of Ireland,IE,What are the names of individuals born in Kilmore who have written movies originating from the IE?,C;D
mindthequery:557,Complex_Aggregation_test:23,mindthequery,healthcare,alias,llm,1-census,2,Reaction,description,Lung neoplasm malignant,lung cancer,"Among cases where 'lung cancer' was reported as a reaction, what is the distribution of cases across different age groups, and what is the average age within each age group?",C;E
mindthequery:237,Complex_Retrieval_test:86,mindthequery,covid,alias,llm,1-census,2,Region,name,Antwerp,'t Stad,Find all 'Healthy' persons who visited places in ''t Stad' and return the names of the persons and the types of places they visited.,D;E
cypherbench:72,bca2820b-7edb-4322-ba52-8bc894d4839e,cypherbench,nba,abbrev,llm,1-census,2,Position,name,power forward,PF,"What are the names of positions played by players who also play as PFs, and how many such players are there for each position?",A;B
cypherbench:1808,11cbd36c-a6fa-4878-a7e9-84bb1d4dfcdb,cypherbench,politics,abbrev,attested,1-sample,2,Country,name,Cyprus,CYP,"Provide the names of all countries that have diplomatic relations with CYP, along with the number of political parties operating in each.",A;C
cypherbench:166,b3ed9c15-8d20-401b-ab16-795eff573a2e,cypherbench,nba,alias,attested,1-sample,2,Player,name,Bill Russell,William Russell,What are the names of the teams William Russell played for during the year 1956?,A;D
mindthequery:1199,Complex_Retrieval_test:198,mindthequery,wwc,alias,llm,1-census,2,Team,name,Jamaica,Reggae Girlz,Find all players who played in a match during the 'China 2007' tournament and also represent the 'Reggae Girlz' team. Return their names and the stage of the match they played in.,A;E
mindthequery:622,Complex_Aggregation_test:95,mindthequery,healthcare,alias,llm,1-census,2,Outcome,outcome,Death,passing,"How many cases reported by 'Consumer' resulted in 'passing', and what is the average age of these patients, grouped by the primary substance of the primary suspect drug?",B;C
zograscope:783,3837,zograscope,pole,casing,algorithmic,2-sample,2,Person,surname,Cooper,COOPER,Can you identify people who share a flat and are acquainted with a COOPER at the address with postcode BL5 2RN?,B;D
mindthequery:653,Complex_Aggregation_test:129,mindthequery,healthcare,abbrev,llm,1-census,2,ReportSource,name,Health Professional,HCP,"Calculate the average age of patients for each outcome, considering only cases reported by 'HCP'.",B;E
cypherbench:219,2066785e-837a-4e4d-871b-a483636f6deb,cypherbench,nba,alias,llm,1-census,2,Conference,name,Western Conference,the West,How many divisions are either part of the West or include the Golden State Warriors?,C;D
cypherbench:1559,e767552b-8feb-4d8a-82ed-7bea6e044bbe,cypherbench,movie,typo,algorithmic,2-sample,1,Person,name,Olivier Dahan,Olivier Daahn,What are the names and runtimes in minutes of movies directed by Olivier Daahn?,E
cypherbench:225,c3de4204-22b3-4a1e-bd43-99fb555b8900,cypherbench,nba,partial,algorithmic,2-sample,2,Team,name,Phoenix Suns,Phoenix,What positions are played by players who were drafted by the Phoenix?,C;E
cypherbench:298,2905b85e-9d10-4366-a7a6-defd89437225,cypherbench,flight_accident,abbrev,llm,1-census,2,FlightAccident,name,American Airlines Flight 383,AA 383,"Who are the operators of AA 383, and what countries are they from?",D;E
mindthequery:884,Complex_Retrieval_test:161,mindthequery,healthcare,abbrev,llm,1-census,2,ReportSource,name,Health Professional,HCP,Retrieve cases reported by 'HCP' where the patient's age is greater than 60 and the case resulted in 'Life-Threatening' outcome. Return the case IDs and patient's age.,A;B
zograscope:270,512,zograscope,pole,typo,algorithmic,2-sample,2,Crime,last_outcome,Investigation complete; no suspect identified,Investigation complete; no suspeect identified,"What is the count of crimes labeled ""Investigation complete; no suspeect identified"" in locations with the WA3 3AW postcode?",A;C
mindthequery:507,Complex_Retrieval_test:196,mindthequery,er,abbrev,attested,1-sample,2,User,country,us,United States,"For users from the 'United States' who have watched more than one movie, what are the distinct genres of movies they have watched, and how many such users are there for each genre?",A;D
mindthequery:351,Complex_Aggregation_test:1,mindthequery,er,abbrev,llm,1-census,2,User,gender,female,F,"What is the total number of movies watched by F users in each state, and what is the average year of those movies?",A;E
cypherbench:1113,e6575d39-8025-40eb-80f4-08bf925e5878,cypherbench,geography,abbrev,attested,1-sample,2,Country,name,Kazakhstan,KAZ,How many lakes are either part of the Ob Basin or located in KAZ?,B;C
cypherbench:1447,20ff323d-a459-467f-a05b-5d5ffc504325,cypherbench,movie,abbrev,llm,1-census,2,Award,name,Academy Award for Best Original Song,Best Original Song,What are the names of movies that have won the Best Original Song and are part of Peter Jackson's Middle-earth film series?,B;D
mindthequery:83,Complex_Aggregation_test:102,mindthequery,covid,abbrev,llm,1-census,2,Place,type,Hospital,Hosp.,"For each country, calculate the percentage of visits made by persons with 'Sick' health status to 'Hosp.' type places.",B;E
mindthequery:797,Complex_Retrieval_test:67,mindthequery,healthcare,alias,llm,1-census,2,AgeGroup,ageGroup,Child,kid,Find cases where the patient's age is greater than 70 and the case falls under the 'kid' age group. Return the primary IDs of these cases.,C;D
cypherbench:2,0174ba44-5756-4cfd-9ff3-103a4b131721,cypherbench,nba,abbrev,llm,1-census,2,Award,name,ACB Most Valuable Player Award,ACB MVP,"What are the names of positions played by players who have received the ACB MVP, and how many such players are there for each position?",C;E
mindthequery:401,Complex_Retrieval_test:42,mindthequery,er,abbrev,llm,1-census,2,Genre,name,Documentary,doc,"Find all users who have watched movies in the 'doc' genre and return their first name, last name, and the titles of the movies they watched.",D;E
cypherbench:503,075d3701-4c76-442a-94fa-8b5a818b9bc5,cypherbench,fictional_character,typo,algorithmic,2-sample,2,,,Han,Hab,"What are the names of characters who were killed by and are married to the same person, and are not citizens of Hab?",A;B
cypherbench:954,13b5cb85-2166-4885-8bc1-90765e8291b3,cypherbench,company,alias,attested,1-sample,2,Company,name,Sony Music Entertainment (Norway) AS,Sony Music Entertainment (Norway) A/S,What are the names of companies that are subsidiaries of Sony Corporation of America and are parent companies to Sony Music Entertainment (Norway) A/S?,A;C
